1.50000e+01 6.92586e-08 6.02380e-09 8.03468e-11
2.00000e+01 2.32945e-07 4.09921e-07 4.85183e-10
2.50000e+01 4.48925e-07 1.87726e-06 6.93241e-10
4.00000e+01 1.61175e-06 1.84010e-06 1.62222e-08





