1.50000e+01 7.85978e-07 4.53222e-08 7.3434e-10
2.00000e+01 2.00141e-06 3.48822e-06 4.8803e-09
2.50000e+01 3.39653e-06 1.10930e-05 6.1758e-09
4.00000e+01 1.21728e-05 1.20013e-05 1.1222e-07
