1.50000e+01 -1.25488e-09 -2.02717e-11 -2.02463e-13	
2.00000e+01 -1.86472e-09 -2.25210e-11 -2.63890e-13	
2.50000e+01 -2.33660e-09 -2.16990e-11 -3.41190e-13	
4.00000e+01 -4.39230e-09 -2.47936e-11 -3.35050e-13    










